,NU_INSCRICAO,NU_NOTA_MT
109,c52cae37c3653620bbec72264c502f45ca2a8671,482.66714
110,f9ef2695eb0986666093945894b8f2fee351bf22,564.07355
111,2178c497293d0cab01ce74f5105b1a398fb12d8e,464.0129
112,e21faa0c07406dde71ec02f266b19b314ba8b0e2,498.18762
113,8a021391cdaac100dab56c59284bd50137a74129,572.7542
114,12ee0df69325d97cb95404958c4acf4112aeab8a,499353
115,b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,509.14032
116,66cf0f8b5af2466f9616fd15c0c10344df84982a,520.96014
117,720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,444.11038
118,60edc5708acd60680891ea15379dd07c7a5924ff,458.6785
119,b9f786712775e0d1d735398d710b01f404c985a3,412.39682
120,564958997e204bda06fbe90afc4722805c78a855,646.7426
121,36f38ea81d1305770cd5153f1e1667fe8a1eb47f,419.93845
122,527098f4ee3ceb5c393981930d23b8fe154f4db9,451.5209
123,5a42c3f801e77d628649a6c34f3a4e5b80f232f7,531.39606
124,8296743fdd105ce9183561cf5b359b0a3781465e,452.73187
125,a3b79e8c739832c77df2ba6bcdb23a7518155a33,488.79715
126,6602c7f15a1fdd082265b64976448c6809df792d,494.57553
127,31ae66f0fe024acae4490915c348e487f2367574,516908
128,81901aa980653106e64863d957387d24e2c00af3,431.22116
129,28e10d1bd0b6effe0edd503446ebda948ad240ad,439.2328
130,53a7ee52a87f80241e2ca13c923e06b72bf3a059,457.50714
131,50be5f75fdaedae454b0c3d63b7277854bd08d8f,485.69424
132,82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,493.72876
133,0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,626.30304
134,d1e2b5c758988b6d69e90aedab3e02cae47d61c4,463.94373
135,02681b5c893b94db204713cb4b20dde6fc3f2f95,550.0715
136,6ce4c0e0784b3881b36b3d1c047ac6ad121681da,434.97855
137,829dd51f77f3ae74c2216de2d86139bd0a03367c,503.23065
138,28c6829e69879bc1d34db1cd51b89562d3cc596b,478.45978
139,ecb9f0d7a261c9f27865ea22f2e643701f721eb6,500.34964
140,96715a069fbcb2e84b26a01563921962ccc4601e,498901
141,923538833160e8432636c88e8119378a43b3d766,448.3053
142,aacb834258765a2959ee63c57d2be4923d11a696,449.00742
143,c32e484025571dd94255a77f21de08ab8d2aaba8,503.2379
144,d425deeec0a3c7006f14d732eff8933d5155067f,472.08362
145,f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,478.01645
146,716a178e9a6f7791b820da77879943ac9040a547,512.42847
147,430212cd8767ef2bff8cda0f61729203fef7523e,440.06473
148,e97d33221238e445688a0e984778d4ecac788be2,501.83337
149,695c9481580951d830c4431fc6c9dee778ba9ca1,480.01172
150,4bc5712bdb9067b1814e969e71d5cdad59bb38d4,504.8516
151,0411742cbb54fe1b6927b25f0bb52b885828c828,447.47162
152,780505a9d5fc3c6da53686c0cc8bd871f4db00bc,428.02942
153,bc40729846bf209b06e2a9a890e01d4e6780f5b4,509.28598
154,e4e7a38b58319ad0a5cde4848622b21783c907e9,503.3439
155,9c5a0a82074c75cb072752d71da42b9c6c27b0a3,588.6361
156,aec1b63c3f0c9554e533752d8fe138ca82101d4a,426.62833
157,4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,514.5692
158,4b48d500ba4410546ce01f7f6d44bcbafa73994f,425.8903
159,edf33c347c866d26872f540bcc1f6ae415f3294c,481.04877
160,54f4e6037b9d1eb4a2a134306d37176787f1c1d3,533.4305
161,3a265ea6ebdc4eb2520db912adf5592f03b3d634,454.40192
162,99bfcef2dc3695a617f241bfd3b6ead3fd653d41,470.9386
163,0ade5488fd62db34c11a369bdbb4327faacc1635,509.6885
164,e418fbb77e6ff4103205f3b7f6a66d53183d809b,484.51596
165,8ddbfe70cd41135cb6f125335a48d100789edbf7,415884
166,fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,484.7064
167,1d3e406d0223d4cb0328850d689ba9fcadf62776,429.1489
168,67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,454.07977
169,ecaf075653faf2dcdf946c0ce50629f5083347c0,484.21698
170,7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,487.2864
171,d43894c5e83bb3a7e5000636295b0b050de19309,470.03012
172,5b7877d12550dd35d27a02b66a13f2a27bce11ca,453.04156
173,18f800ec03e33ebad5fb97aa8465dd3e5961337e,436.50574
174,bb39cc6296f2c9da3963994899c5c34b50965720,476.60904
175,76facda8958cbaf5dba09a4d35d3b4de7596a49d,467.96707
176,b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,532.3044
177,e887be276bf553575b20ed1a0de8833d9cb7e247,474.92538
178,cc8794762ffa592758b5117d67e0d02e2e8b9c49,535.4308
179,894d277c608610fa8c31db531f64582b9569b2e9,454.17462
180,b2e029961aa0f20071b74708e0d97e6f200ec582,464.66684
181,12c7d85e168b09a0278df140a22bcb0052a59b0a,418.35825
182,64c4892488a9c6281bdabf467a0b5a6382d248e6,499.86417
183,944e790f6e64eccf6df361247858165f17dd7abb,507973
184,ac112e94587e6e4249b7182329ee5a5040ae94ea,537.4986
185,a58cf11e498228f9aaca92b0c49f955a6163fb59,441.15652
186,e8c84701c041b7f3b39f3125a0449fa633589fbe,480.83502
187,af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,605.2843
188,c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,465.4314
189,ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,437.05878
190,e64ad901853230e396be49311ea98121c348fac6,515.8828
191,8532af19be3729ea233c1f29e4c015820fc7fb3a,477.32202
192,6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,463.9062
193,26853fd075fe27954772c3070997635b94f32b83,429.93408
194,3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,553.45935
195,574ec310dee846f9ae8eb278480257d463f6fbcc,516.8563
196,ebb32b8df4ff9b202ba904f310724ce230cb4305,486.0284
197,8a46e35787225c3e7adef2b998ad9c93a952106b,503.39655
198,b62bf908b504e8c6898777a7f5b88afed358caea,442.5522
199,10d22971ca4f53fc62d02905809ff1c37fbb68fc,689.25806
200,0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,440.71954
201,cad47b624b484cb16291449cee30707a46c20199,502.1701
202,8f2c4684ec70392c718c278b10b04ddfbd4ced1f,643.4963
203,bb6c0df09cb6663f142ce6da382b804353453af2,480.01172
204,c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,464.29196
205,7bd0affe1bdd3681a0faecd80a3d48c023b986de,508.89172
206,d76614020539405f481c0f5ffb9e6f88a0bf21b7,437.23633
207,5ce2df96a99343819ead41bf242044177439696d,467.14587
208,c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,462.09763
209,a9216c3fc0c0bf14cda0ca26a71c205458b74896,454.07977
210,92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,488.48514
211,ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,446.48102
212,176b027cd932b17fcb6f119cfcef338a175062b8,420.80075
213,41474f2dda61d97f38ba79906d3dbcce223d1bd1,444.36523
214,421eb738f9e2ea73e5f4227c915762d6421102ac,498.16144
215,1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,526.9857
216,f113b266aeb3cb19dca62ae88de7cc55a13efbf1,525.6111
217,134d96275e3893946c3a0e1d59f86b336fe64f6e,455.44028
218,d4e97da32ccb6987ec074aa48c24ce949c05a78c,436.54642
219,fa556e489987a0588e9a8edb5327e2bde1679670,494.27075
220,95c1d266a2524560761df98b376c17604733a6ad,588.00385
221,c11c4303d2632cde64105a35554ecb77a8564260,514.0272
222,30ddf113f77266181ef7bf57ea7d4ca3f505fec7,475.9405
223,6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,594.9272
224,3671441f51dc0c3d052e87d6b8beba46bb70bfeb,453.06976
225,580c34923cbde328e0aef1641dd02033fc862c04,470.81653
226,156e1fb82056b0f6953c443446eb4dcceed7c03b,477.90012
227,29d8bf198da9caa59047268faca60207da24d1b7,564.6017
228,1b3f80a1cd9fff0408e96169fcaf006936b34fed,448.52777
229,b5932043b62e0c58e16e2cc2c9d5489390e5c895,467.89984
230,99092cc60948943c59d68d62ed81a75a03059113,507.5847
231,fbfc631ae23a558d8dd92916cf2e8b5f923b0681,466.16302
232,dd69fca6f17420dc911016a79e70583ca7ea330d,437.38794
233,d387995af060965fb9d18973f3dbf4904f071066,436.62476
234,27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,464.53857
235,543674772357cf9d8a7a8e7dfb89384af80ec30e,488.56094
236,80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,429.18747
237,dc2699d27649dbe52ebbe10001c0bb5ba71310c0,448.01044
238,0736d379ea0962e316ce84cce8e883321be36abb,427.78494
239,98cc842c547c69a0d27776e272fd8b61131b0b37,442.61014
240,890b7696fa85ca2b3e90b3951efec2135e88d5cf,453.69412
241,f3c4cd2f095979416fcac08d630fb1b1623ba5d6,736.8379
242,d84b48f7dc7a6e387e6e985525143589754c5b13,488.73315
243,71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,492.32452
244,dc4fe9d4124d9278f58f6f999711116a3fe58be7,467.03745
245,f6624d763619c0898b34dc02adf06f53a1721cd0,473.9037
246,60b1c12559860e7ad966da4c4db5c78e17278fc0,487.2287
247,a3f3dcb89101d86171f8bb4f4f57939717cf298a,451.99988
248,4f365503582b97ea96462d0d36895a5e7f5926df,430812
249,c80869804effb21d50cc8fff3f4c27ba5521240c,446.53912
250,d0f351638d60e84b890a498d69c9a7961cdcdf36,453.66083
251,48e8ec135997ff3676648d5c144c3c7150a7bbb1,437.30045
252,45484014aefd10ea3e4b08fb93e66c251709cca6,455.8862
253,ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,463.9026
254,b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,420.10236
255,25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,621.1816
256,0fb75ce5f51e8afaf504c75de131eb31f89faf4f,447.73904
257,26e6e8cec21236dfc21cf98812a3d99a3f87d99b,634.6528
258,c83c66733c5bd90a59996e473bb69e44f6522976,448.49155
259,69c67ff1933e4fa099182bbcb24a229d0ad84d5d,452.94336
260,4c373daf5547a6292c4905696c148ec83f95f083,499.41638
261,4549620b5459bb28990580f4ca0b4c2adc5b1a68,515.6102
262,87f89c855f377c5b100ad2986cc6569e31d94a98,596.8883
263,d0d8601aab147c191ae37365a930c1ed3eb0414b,464.60858
264,9a25537903e8e7eab1dfb357903d241e24e86fb8,474.19614
265,eaecf3dd32668664e1dcc2d6c7a69042824806a6,468.49127
266,d19fa85793fcb8ae3126d10592c9c57d3b32971f,463.70984
267,c59b370d3aa06b68878c836bceac844953d74972,477291
268,5a6d397150d1a9e9c82e120f92d1e782da34bddb,457.7672
269,b2128312e70fdb830091aecb6b27d82617e2e226,421.44522
270,8257941af168c0cc15f28bd596fd922352dae732,427.37994
271,854ce153823802674f35bbe1ec010b12e9b3a56f,427.31857
272,27f1db4e266b154f6f7fbef9c225fab472652a7b,430.66562
273,11b90bed4a05d11169f308370faf81d6e9ca2c4f,453.5957
274,5c55b7aeae6cb75ec715b4629812175239e45c15,455.15094
275,1391c7de937e0fea2ad23ebb111e513bf2aca2af,492.2302
276,e9488c35627294cd8f5a809c0667aef7a3f0d465,453.07108
277,39c22d725a24b290af887b25175ae0a8d560db4b,452.7909
278,e001e1d73163c327a4d800697b1b36cd6921f60d,498.09036
279,b83424ca8973e4b2eebf6eb9e26e842999432d22,420.69275
280,202da3f471204ad489ebf0c3856437337534112d,454.07977
281,912d751c54b46c860c5ba61666fc6fc59ca2689d,408.24924
282,8376d681a277c58f06ab633a06eaa66391126246,492.90897
283,e114f7b197069bde8e158a0dbeaa022dd0c4e280,440.56232
284,fa84edf183bd459ea9394d77bdc191683a75ff66,577.9817
285,76190ff09a736ff83169394b770699b2709c5a27,488667
286,515db15df8581ae72bb8e8358833016adee74e02,474.44522
287,e2a05053c19e6fba60d0e582e6c7f371728a7106,449.0068
288,66c14322296ac259374ec98c5c3bb2bd67ba25e9,519.1239
289,2378556841bc8d5746f2b94d6adefc2db20f9518,562.95557
290,1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,461.5025
291,796d558152d241567f8a72b535a5e36fe78886f3,441.4592
292,1093edca7a04127a6e04570ee9cb58ef1bc0a69a,516.37646
293,3c748fc7a94edb7ac1484373751ffa8574a3281d,432.62756
294,344a6fc8038e291a6371f94963d7a7f5e1c4d55b,424.25275
295,92510f53e4c26c81c3bb41aa9b4e967d1697cd12,469.7428
296,10a1e8808e744c619376bff659f859cd71e8c41d,467.9755
297,fc959dafc37dde3f173f083486d84ce5c817443f,422.73196
298,6979d91c0a1903a336c640e14eed100821a0e24d,478.2191
299,d4e37c4c1235ce014392f6c8ba0436f195b9e459,533.5784
300,65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,520.3584
301,565a955a60c6073157aa869c0351c626a7171ef3,610.32245
302,5697c01ee87a008056ebc0993a1028b41a26d251,497.71198
303,99be797e423b5ae08fe342ea772738f71975df47,832.5743
304,b579ea83f2d6c15b2c717d16a89827d65f39904b,498.99774
305,e9373b5c22567bec508f2fa2580e4dc3ff687caa,629.3842
306,a465af361b68bd536dd8bf61d522b9b21755ab60,492.1518
307,c8feec2a94d996d03534ce935dec7a034667f107,829.75214
308,af1890b4dbccbf8b6af56051a39bd4b13d1c971b,476.51138
309,f4f7888cfe88b7a3b0f3d94749921976353ae82c,474.24332
310,cdf60a765205a4e99eab17c72a68ff9cfd019dc6,483.83032
311,2e466f15ac7b80870736fac2d0cf4bd7f362e852,433.28235
312,85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,489.85782
313,fc83a5c665f70f39b4c7d326118cbf21a898e660,693.92786
314,c26fbd904781a4f6c37a8f8969778f687c6c1424,503.17896
315,ced4913c2220be57c54bc9f87bb4f441d5976671,469.8626
316,880ade460a231d722e8bb0e4d17f3c8f77663d37,414.06003
317,7c869f5b89ddf3130c87011b6508ee59e32682c5,441.94907
318,9027f65d4e576928ca59690c280050c53d66506a,724.3908
319,09eb415bcb9842d207139c8bddf32427a134d51e,487.82513
320,f8224c83e27f4921df62876f7ff660b1dab3d974,480.16776
321,628b91ee9b4e1e4564424fbfff2ea9f8eddca032,463.51584
322,dfec3182aec0997207e0845b072498065ec89aac,725.4369
323,d653549f6d0ba70e2113b2cc56e9a83e331d2462,575.8057
324,e95674df974af80342f676ca9e3540aecec2b8dc,494.1573
325,f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,504.30212
326,2b7b15015ab18dc51893827c7e3f01d931a70410,464587
327,22d86e8b43a9412df86ec15ac231b9919e3ec905,475.88315
328,1c61035799f6afe7f44c1fb68567d7a8945c3943,658.26013
329,d5ed4b8732b0d7127a64f7e71137d321c56cc198,427.98395
330,63edbbe59337f861a710bee4fe8a691d231f23da,426707
331,f62bf9257782d839d38f84376b79611ed0de655d,479.19882
332,cf14952b5b09ad1a9497769e3a08da2fd74c6102,473.66016
333,21b8ef230efbfca6b5f15b36a3243d76ed390967,472.8104
334,fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,420.01422
335,467fdbfc0c6cab31b0d85ec5e373d82fa3790321,459.08548
336,3de3c134579726fe4606b7a05f82ce19f00adb09,736.6625
337,0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,433.84525
338,bdaf0955746c2cdd3b9ac2538c7502d312fffed8,437.38217
339,520c60d32fd2af8be76abd332859b36d8ae45900,463.60742
340,6cb6e2310b52c2898e500f81bea938446592568b,522.30756
341,0193b535914e1c5a445bede11a408bf1709cd3cb,485.01395
342,f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,527.8127
343,c512a461034cd90a9c5f1a32332b748041cfeba3,467.70038
344,6f77bbe0fc418131d06d15f50b30073eae680dbb,507.44537
345,9b378e3937af8e97d4753cdf0c8917306354aaaf,456.59406
346,1c92f54a5fe563622a0e23cf116461a7e147efd8,514.1771
347,90facc45f7578775e3278aa0bd4fb59dad4d37c1,438.64066
348,563bd02a1204c85e79026a020ba5af29bce95c12,557.37213
349,c8062c4cc7e023996bd37b87295f5a2957ddb172,489.62976
350,ea7cc5987f9cc7f756d501961f64fa5769013823,465.59402
351,f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,584.3922
352,7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,461.03946
353,1b61f7e184c7040ae4cea725153965e1f7f75308,434.9358
354,aea68e00d370c2a0cfd02bf868824dec427bf23a,464587
355,bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,473.66016
356,95a9c65324583892b2d1a0c1c5163488f92d4a6d,432.40604
357,5b7e7632cf766876026d0da6aa7c6df77bc13438,429.49078
358,a3be14b06b7aef01331da18e7a1678222b563151,473.9447
359,92b8965cf3fb76d11e5061f26e577c23d212b9c5,510.86987
360,96fd0462597b8cf21b1e918c1947106cd8359e5d,520.9596
361,5c1cef937c40bf8c30c119160bedde7ef679454e,696.3065
362,27dce80bee1eadbcd82bc7d09adb063e116870f6,446.93066
363,271a7e5b703fc3f29f6669415048a760e6355c5b,506.84515
364,e39fbeab552a4b6492346d821d095c3a0d691555,430.2686
365,93694c58636eabfe86550e734efb3775ba4d739f,483344
366,8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,795.5937
367,6c05e70130682975c1485a862b6e08b895650671,478.7686
368,8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,418.27234
369,15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,412.26224
370,283df09083d3c7bec2590f22355c7ba32ec88623,488.21158
371,40b96e97dc29dfc990656e30c1038e846b6c8ff2,489.58316
372,ff362d0a648559b9146fb97ee248eb423c3d6a50,461.15588
373,717ae2ab18e7ba03c4f3af66500ece6580b29b71,473.9447
374,5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,556.2552
375,23131f453efc29c2af9553d307692c60a3add1ae,499.6105
376,da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,433.0791
377,941646a7d24ee2837d7de90ff0a736bb8f61d68c,425.99335
378,cd705413010e6e74f3b90ee78dbbd8b767488f0c,449.48953
379,5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,499.7691
380,cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,438.3129
381,72882a9cffe151d94be90e02ce3967a91b628099,494.56793
382,cf62916c9829bd3ad05104151eee856d6de7ca1c,587.7097
383,6b8f4241357e65c0491cc0ef96396f811574134c,463.29147
384,298806ed4313157d412e860ac3ea8833d6ca6970,439.52673
385,268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,421.94965
386,4485f973590cff61be5ec78cb3032d5fdf25b809,457.38745
387,afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,486.8623
388,e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,464.0129
389,8288badec4740382dbf7c33e4095cd4db0021bf7,423.63455
390,5e139289eb167622f915eea3d1d6e49d15d1c873,522.4086
391,fc050b2c8fa3446890fe1418332352177dd34506,468.12857
392,8f309746992f374b4c2ea88f171233a9469ba649,521.12897
393,ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,461.20944
394,145b6344526f9df32f4046c8227282477c51d69f,477.3548
395,a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,511.62143
396,b23775f4cd460ba687d77b058f2bc46381a0fbfe,467.54303
397,87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,662.35187
398,9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,465.34418
399,08b5008c1ba3ee34dcafcb332c51d485da0313f4,461.57266
400,d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,459255
401,2bf8abe8000927aeff885fdb26e82579b54bb657,458.09122
402,fb745761567cc26fe3b8240866c481797bc4aedf,479.47186
403,dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,539.21765
404,3ef584654da4e658ecdffb68bc4398c97f850ccf,460.13495
405,342a52f77f29b040bf07e9d4de7029ad604de09c,455.20837
406,ea90166cae72eec871b4100ed8df997253bea84b,510.4599
407,0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,492.71826
