NU_INSCRICAO,NU_NOTA_MT
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,477.9987291968582
59bfa081e020013410d9f60f91813964ba749bb2,428.7373348855244
f5e069ee3bc95998464e8ff5da048b7f999921ed,417.8832977338234
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,562.2208252976063
664f44258212a1f7e4086f2b4845d586c543fa3f,483.676489375571
265cd7befa74a9f2a198fc57baec9858075f8419,451.910097249404
6f9ac44919bbd204e0ef15185388fd2d4bc61253,525.3250870444556
78de1ee60b55766cc3eba4089e36c57139b66ebd,465.97400395220404
24550edb10f283ef4e953fd6a8fedbfa211bd456,474.10275580415765
1e61a474acdc043eb39a89c17fab34bd2ea1a940,441.5005500881537
940af68ded6af2875708611051aa7ff3f134d80b,506.21302684792414
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,502.8196877954443
c76ddf6e9f80984e901b12f9462a3cf029bea290,542.3502896245959
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,456.1228520056549
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,523.1468427734977
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,498.0572401928001
92823d467a2ced9529801e0e8a94802dd88f0c17,428.7551492442452
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,590.6563438578116
413cbb38b2e2522f8167ffb9daeac1347b281393,494.2922083523041
68985fad004092956a4b4ce94dd53dc76d07eaf7,468.3182647711295
bdca9aeb19521675af15f2c28d86f6bebc45a834,489.62409918867326
b65b19d42b7a4b644fe9f99366dcb37b120862d9,403.58607734929717
eda898aa8ec465cbac70de72ead0c6d688e5f95a,448.553155525983
5357b6c09be4c7f3829b72f80de846a9228253cb,491.80545810481567
8d5c4481d736f6ce27976e400f4245bf10757608,410.9057018631952
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,502.24404642708754
089613ac7dca24109f84c72a97c83b2768b1df1c,478.60600798412065
527773409bf373301dbd835e59a263c035c043b8,474.1763901909239
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,469.5747820630335
c4cea54435c0fd0e171eed4c215479bb3ca86113,433.74091976098396
7d5cd89c6112b9a202a025a24355135bc60848c6,480.17144038376796
b70ab62384aa80545928a311f5b5d3db2f4d87ee,551.6091529362384
c96431dd924f366d2229a7f1455388b8cd85be49,574.4551205101927
1b72da5bb82cc150ecfe71218c02f155d694230b,470.9170895950776
e429507efe1c2680cc464481850117d17083cd88,498.30860601437274
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,408.145758821442
e724482370ae6126008ade80b564ad8d8a0a7cbd,448.87243671289247
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,598.9104872171117
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,476.5646533909971
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,480.2748025945469
7f898f8939ae054359f83ee154bb91bc7dd2c959,527.7283924906586
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,462.5500536225955
82e3b12c6366008fabc238f299f117074e78de5d,403.6450795874551
0d838be0e718ceb786cdb10fcc12559e00440240,513.2177881824266
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,454.273478035256
5a9d89465845ac2d81366275cbb1a81d627efd36,468.5735513724981
c83fe640ba466ba904ac1055e53a875289888797,441.72281825676134
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,475.16915371792237
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,373.60739351094014
328639a0c753715c30a58bae70c82f2101153eb3,435.77079034747527
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,478.762159348418
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,534.9928299913477
f56746cc2900258507d2b32c126f8db090db856f,454.7237102903292
1a4963b5fea8bb25c67750cdafbe84b01efad177,395.98788906754834
b520c940e62f4ed684417e7eacf00d85752060da,483.59113700684617
2e170cf2651ed448991af6fc5df15167733b2d8f,513.7505573669955
6efdd93a0ae289be6bb5a400bfc1deb077d75886,388.02304504672657
72ac2acc787d8cba0934cca3810ac091d792c8db,496.41499005599223
92a25eee14554806f081869cc9dac868fd1860fb,416.0156834974177
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,412.0514677995147
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,461.92553639777555
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,605.4330360849597
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,430.2772986490781
1730807e4916c5f7e8ab21e02ac5657bcea3e732,523.8600394199402
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,471.43462850475623
1a46d99716282410d1170f0f35069b34e34415d4,473.171855356371
0467e022da4ef897f666bc76f31e1bc8976f7e92,504.70406928253107
993aca0d5eac6741117947c82a3647102096255e,456.7468156306057
94c96ade6ade21deb080bba6aad537fc4f195d47,477.4477316999872
36bb672077a46a3e4755cef90437a616d28bdf23,438.6450149515057
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,393.9012613297196
328ca19128d276eb4fbc309c54ec7f346c803d2f,741.3220918095572
27cdb62f0a2a5467efeb30aafbf246ed2320c532,415.00245946184475
c52cae37c3653620bbec72264c502f45ca2a8671,487.6851039159768
f9ef2695eb0986666093945894b8f2fee351bf22,530.0363505868527
2178c497293d0cab01ce74f5105b1a398fb12d8e,465.9358171096046
e21faa0c07406dde71ec02f266b19b314ba8b0e2,499.07420748731624
8a021391cdaac100dab56c59284bd50137a74129,562.2961763807793
12ee0df69325d97cb95404958c4acf4112aeab8a,509.55721471660144
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,486.8510730052576
66cf0f8b5af2466f9616fd15c0c10344df84982a,577.5169663842439
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,452.78421565136273
60edc5708acd60680891ea15379dd07c7a5924ff,472.8946466067697
b9f786712775e0d1d735398d710b01f404c985a3,388.86165774250856
564958997e204bda06fbe90afc4722805c78a855,562.4188023821598
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,411.4108629323611
527098f4ee3ceb5c393981930d23b8fe154f4db9,464.2114305046477
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,496.2138329130088
8296743fdd105ce9183561cf5b359b0a3781465e,431.4991436279572
a3b79e8c739832c77df2ba6bcdb23a7518155a33,493.8979021265804
6602c7f15a1fdd082265b64976448c6809df792d,496.73593306004767
31ae66f0fe024acae4490915c348e487f2367574,500.9021650287925
81901aa980653106e64863d957387d24e2c00af3,421.46288587608564
28e10d1bd0b6effe0edd503446ebda948ad240ad,414.5194089975905
53a7ee52a87f80241e2ca13c923e06b72bf3a059,424.95620614011517
50be5f75fdaedae454b0c3d63b7277854bd08d8f,474.18288205851627
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,482.70369613414545
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,557.0306285531454
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,474.3105768244926
02681b5c893b94db204713cb4b20dde6fc3f2f95,520.5214025322025
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,400.1465490608854
829dd51f77f3ae74c2216de2d86139bd0a03367c,502.16604471434164
28c6829e69879bc1d34db1cd51b89562d3cc596b,488.03519150991406
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,480.11787087651544
96715a069fbcb2e84b26a01563921962ccc4601e,507.0639813040721
923538833160e8432636c88e8119378a43b3d766,456.46899663973136
aacb834258765a2959ee63c57d2be4923d11a696,429.99595018203553
c32e484025571dd94255a77f21de08ab8d2aaba8,477.5270283620754
d425deeec0a3c7006f14d732eff8933d5155067f,467.44035703178383
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,469.85137141032254
716a178e9a6f7791b820da77879943ac9040a547,485.3035383838259
430212cd8767ef2bff8cda0f61729203fef7523e,407.52502542401913
e97d33221238e445688a0e984778d4ecac788be2,491.3309913551324
695c9481580951d830c4431fc6c9dee778ba9ca1,504.95287228699067
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,507.84673789270477
0411742cbb54fe1b6927b25f0bb52b885828c828,430.82821051274965
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,385.44289784621367
bc40729846bf209b06e2a9a890e01d4e6780f5b4,506.1008841203247
e4e7a38b58319ad0a5cde4848622b21783c907e9,496.2269352075251
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,563.4524575624071
aec1b63c3f0c9554e533752d8fe138ca82101d4a,417.2118844209502
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,501.36249280205044
4b48d500ba4410546ce01f7f6d44bcbafa73994f,404.7293797766703
edf33c347c866d26872f540bcc1f6ae415f3294c,472.19331577726655
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,566.4233944184382
3a265ea6ebdc4eb2520db912adf5592f03b3d634,417.8603200780862
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,466.1863871936119
0ade5488fd62db34c11a369bdbb4327faacc1635,501.47245449017
e418fbb77e6ff4103205f3b7f6a66d53183d809b,463.4518435830703
8ddbfe70cd41135cb6f125335a48d100789edbf7,377.1867775192656
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,497.03462302963266
1d3e406d0223d4cb0328850d689ba9fcadf62776,448.0102995244544
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,462.16408544755006
ecaf075653faf2dcdf946c0ce50629f5083347c0,433.50095998736396
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,478.26526870954837
d43894c5e83bb3a7e5000636295b0b050de19309,476.82010321670407
5b7877d12550dd35d27a02b66a13f2a27bce11ca,448.86312151778446
18f800ec03e33ebad5fb97aa8465dd3e5961337e,440.06367988553666
bb39cc6296f2c9da3963994899c5c34b50965720,483.39266518449335
76facda8958cbaf5dba09a4d35d3b4de7596a49d,471.7045088013039
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,510.8385400552778
e887be276bf553575b20ed1a0de8833d9cb7e247,497.9181289840876
cc8794762ffa592758b5117d67e0d02e2e8b9c49,532.0956763490415
894d277c608610fa8c31db531f64582b9569b2e9,447.3477314716813
b2e029961aa0f20071b74708e0d97e6f200ec582,445.0788395378935
12c7d85e168b09a0278df140a22bcb0052a59b0a,426.6799303657186
64c4892488a9c6281bdabf467a0b5a6382d248e6,488.8756881656121
944e790f6e64eccf6df361247858165f17dd7abb,515.6900257903787
ac112e94587e6e4249b7182329ee5a5040ae94ea,545.2562568100369
a58cf11e498228f9aaca92b0c49f955a6163fb59,441.2785494532005
e8c84701c041b7f3b39f3125a0449fa633589fbe,491.0920279045588
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,543.64277089948
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,470.72004789355975
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,428.3844983177207
e64ad901853230e396be49311ea98121c348fac6,497.16568821051
8532af19be3729ea233c1f29e4c015820fc7fb3a,486.17165584882144
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,446.47191775250405
26853fd075fe27954772c3070997635b94f32b83,406.77136747842195
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,551.8115795345267
574ec310dee846f9ae8eb278480257d463f6fbcc,485.25530341732815
ebb32b8df4ff9b202ba904f310724ce230cb4305,499.4170427631777
8a46e35787225c3e7adef2b998ad9c93a952106b,515.12437172778
b62bf908b504e8c6898777a7f5b88afed358caea,436.8467601653718
10d22971ca4f53fc62d02905809ff1c37fbb68fc,617.6484122140191
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,436.063852639216
cad47b624b484cb16291449cee30707a46c20199,501.4626176848352
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,587.6839548871412
bb6c0df09cb6663f142ce6da382b804353453af2,498.5391956705413
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,449.7567325689208
7bd0affe1bdd3681a0faecd80a3d48c023b986de,517.6574520018447
d76614020539405f481c0f5ffb9e6f88a0bf21b7,418.2170087388229
5ce2df96a99343819ead41bf242044177439696d,474.0809380708748
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,476.8549913888632
a9216c3fc0c0bf14cda0ca26a71c205458b74896,468.42723681353556
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,514.5577109577307
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,445.01108441328637
176b027cd932b17fcb6f119cfcef338a175062b8,386.5700707058677
41474f2dda61d97f38ba79906d3dbcce223d1bd1,483.9328071391084
421eb738f9e2ea73e5f4227c915762d6421102ac,519.4636983619955
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,498.9085343495346
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,489.9241078441785
134d96275e3893946c3a0e1d59f86b336fe64f6e,466.861133994402
d4e97da32ccb6987ec074aa48c24ce949c05a78c,435.4439714951649
fa556e489987a0588e9a8edb5327e2bde1679670,495.38822643633443
95c1d266a2524560761df98b376c17604733a6ad,555.7268160033443
c11c4303d2632cde64105a35554ecb77a8564260,474.5316449534766
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,459.65268389601914
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,588.6478086719565
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,422.34677403938196
580c34923cbde328e0aef1641dd02033fc862c04,456.19599146001894
156e1fb82056b0f6953c443446eb4dcceed7c03b,483.4084924538021
29d8bf198da9caa59047268faca60207da24d1b7,537.1399128533874
1b3f80a1cd9fff0408e96169fcaf006936b34fed,437.97797169080235
b5932043b62e0c58e16e2cc2c9d5489390e5c895,455.8142021846882
99092cc60948943c59d68d62ed81a75a03059113,487.24274439371237
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,465.313539875201
dd69fca6f17420dc911016a79e70583ca7ea330d,409.18793066664807
d387995af060965fb9d18973f3dbf4904f071066,422.677241606154
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,484.6071947763365
543674772357cf9d8a7a8e7dfb89384af80ec30e,474.55546428906865
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,411.676215416912
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,202.70694047574247
0736d379ea0962e316ce84cce8e883321be36abb,417.4260135848249
98cc842c547c69a0d27776e272fd8b61131b0b37,419.44156762550716
890b7696fa85ca2b3e90b3951efec2135e88d5cf,430.37011994125254
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,632.0486543648983
d84b48f7dc7a6e387e6e985525143589754c5b13,455.01539719918605
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,512.2241689950656
dc4fe9d4124d9278f58f6f999711116a3fe58be7,474.3064803317674
f6624d763619c0898b34dc02adf06f53a1721cd0,438.80011549621827
60b1c12559860e7ad966da4c4db5c78e17278fc0,478.11614276022834
a3f3dcb89101d86171f8bb4f4f57939717cf298a,468.0474254585072
4f365503582b97ea96462d0d36895a5e7f5926df,419.0168404961777
c80869804effb21d50cc8fff3f4c27ba5521240c,410.21213660127324
d0f351638d60e84b890a498d69c9a7961cdcdf36,457.84384042483094
48e8ec135997ff3676648d5c144c3c7150a7bbb1,393.74246581988115
45484014aefd10ea3e4b08fb93e66c251709cca6,435.9618534102703
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,438.52272828780445
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,389.12856888311944
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,596.4674987426206
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,408.0916947319619
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,629.5360676277132
c83c66733c5bd90a59996e473bb69e44f6522976,422.5476286580872
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,469.36791525726835
4c373daf5547a6292c4905696c148ec83f95f083,542.9966961197379
4549620b5459bb28990580f4ca0b4c2adc5b1a68,515.7058530596876
87f89c855f377c5b100ad2986cc6569e31d94a98,541.4214541878828
d0d8601aab147c191ae37365a930c1ed3eb0414b,471.35374215190626
9a25537903e8e7eab1dfb357903d241e24e86fb8,491.3749313083194
eaecf3dd32668664e1dcc2d6c7a69042824806a6,449.99375131168756
d19fa85793fcb8ae3126d10592c9c57d3b32971f,476.9951801874933
c59b370d3aa06b68878c836bceac844953d74972,473.52517112523464
5a6d397150d1a9e9c82e120f92d1e782da34bddb,467.9072483609643
b2128312e70fdb830091aecb6b27d82617e2e226,431.59777091090297
8257941af168c0cc15f28bd596fd922352dae732,396.6486557057714
854ce153823802674f35bbe1ec010b12e9b3a56f,409.4197389621242
27f1db4e266b154f6f7fbef9c225fab472652a7b,408.500601968847
11b90bed4a05d11169f308370faf81d6e9ca2c4f,419.9522642182711
5c55b7aeae6cb75ec715b4629812175239e45c15,469.7089803976897
1391c7de937e0fea2ad23ebb111e513bf2aca2af,505.35501339305347
e9488c35627294cd8f5a809c0667aef7a3f0d465,467.69490037475674
39c22d725a24b290af887b25175ae0a8d560db4b,469.2942808705022
e001e1d73163c327a4d800697b1b36cd6921f60d,463.71157202938355
b83424ca8973e4b2eebf6eb9e26e842999432d22,399.1958968488117
202da3f471204ad489ebf0c3856437337534112d,461.5675704814217
912d751c54b46c860c5ba61666fc6fc59ca2689d,361.2859647250823
8376d681a277c58f06ab633a06eaa66391126246,497.4941945317598
e114f7b197069bde8e158a0dbeaa022dd0c4e280,431.83510166851175
fa84edf183bd459ea9394d77bdc191683a75ff66,569.7530061643238
76190ff09a736ff83169394b770699b2709c5a27,472.388525265404
515db15df8581ae72bb8e8358833016adee74e02,476.70986022967577
e2a05053c19e6fba60d0e582e6c7f371728a7106,454.0250071626066
66c14322296ac259374ec98c5c3bb2bd67ba25e9,504.38846674222856
2378556841bc8d5746f2b94d6adefc2db20f9518,546.002096531038
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,470.71035808567075
796d558152d241567f8a72b535a5e36fe78886f3,433.8436697536418
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,520.8917754871088
3c748fc7a94edb7ac1484373751ffa8574a3281d,438.0237012884023
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,411.22779976372
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,477.2348027438916
10a1e8808e744c619376bff659f859cd71e8c41d,438.3973291007668
fc959dafc37dde3f173f083486d84ce5c817443f,413.3172751675111
6979d91c0a1903a336c640e14eed100821a0e24d,492.0150332629162
d4e37c4c1235ce014392f6c8ba0436f195b9e459,519.2154466840171
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,554.866318968158
565a955a60c6073157aa869c0351c626a7171ef3,556.0536978882267
5697c01ee87a008056ebc0993a1028b41a26d251,503.0270983073342
99be797e423b5ae08fe342ea772738f71975df47,644.9052642459512
b579ea83f2d6c15b2c717d16a89827d65f39904b,477.4902953058614
e9373b5c22567bec508f2fa2580e4dc3ff687caa,614.9036652792915
a465af361b68bd536dd8bf61d522b9b21755ab60,502.28074843117474
c8feec2a94d996d03534ce935dec7a034667f107,714.4508400533973
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,471.42892288241774
f4f7888cfe88b7a3b0f3d94749921976353ae82c,459.3198114904828
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,467.3275263737594
2e466f15ac7b80870736fac2d0cf4bd7f362e852,449.6948890783071
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,498.66113109812306
fc83a5c665f70f39b4c7d326118cbf21a898e660,604.5914708186415
c26fbd904781a4f6c37a8f8969778f687c6c1424,494.97130370578054
ced4913c2220be57c54bc9f87bb4f441d5976671,480.1670642321209
880ade460a231d722e8bb0e4d17f3c8f77663d37,409.95665715560835
7c869f5b89ddf3130c87011b6508ee59e32682c5,418.43909515896
9027f65d4e576928ca59690c280050c53d66506a,667.4865898224516
09eb415bcb9842d207139c8bddf32427a134d51e,529.7444440295656
f8224c83e27f4921df62876f7ff660b1dab3d974,480.3835642088038
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,476.50100280701133
dfec3182aec0997207e0845b072498065ec89aac,656.8437894077174
d653549f6d0ba70e2113b2cc56e9a83e331d2462,552.2443381896899
e95674df974af80342f676ca9e3540aecec2b8dc,482.1895536478321
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,517.2662769308315
2b7b15015ab18dc51893827c7e3f01d931a70410,472.2693692288148
22d86e8b43a9412df86ec15ac231b9919e3ec905,440.06229678346887
1c61035799f6afe7f44c1fb68567d7a8945c3943,626.4133736881026
d5ed4b8732b0d7127a64f7e71137d321c56cc198,410.1216940724402
63edbbe59337f861a710bee4fe8a691d231f23da,410.2650615021962
f62bf9257782d839d38f84376b79611ed0de655d,494.98128750856097
cf14952b5b09ad1a9497769e3a08da2fd74c6102,479.6390402107193
21b8ef230efbfca6b5f15b36a3243d76ed390967,484.2849566018354
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,406.12033812523697
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,464.2682834075353
3de3c134579726fe4606b7a05f82ce19f00adb09,645.9820742760548
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,418.4454850214353
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,403.5188550974587
520c60d32fd2af8be76abd332859b36d8ae45900,424.3907953205107
6cb6e2310b52c2898e500f81bea938446592568b,492.16810779130265
0193b535914e1c5a445bede11a408bf1709cd3cb,490.9920592203161
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,509.9240103238748
c512a461034cd90a9c5f1a32332b748041cfeba3,478.762159348418
6f77bbe0fc418131d06d15f50b30073eae680dbb,507.1217884215295
9b378e3937af8e97d4753cdf0c8917306354aaaf,458.70410861599055
1c92f54a5fe563622a0e23cf116461a7e147efd8,517.4528100912141
90facc45f7578775e3278aa0bd4fb59dad4d37c1,414.63017320771763
563bd02a1204c85e79026a020ba5af29bce95c12,559.508047971721
c8062c4cc7e023996bd37b87295f5a2957ddb172,464.3855637896745
ea7cc5987f9cc7f756d501961f64fa5769013823,474.62050841091536
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,573.6579209462391
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,457.33166756248266
1b61f7e184c7040ae4cea725153965e1f7f75308,431.4959342656588
aea68e00d370c2a0cfd02bf868824dec427bf23a,474.42200321129616
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,482.56326613011834
95a9c65324583892b2d1a0c1c5163488f92d4a6d,417.73369067140266
5b7e7632cf766876026d0da6aa7c6df77bc13438,415.1447838545659
a3be14b06b7aef01331da18e7a1678222b563151,478.10199379830397
92b8965cf3fb76d11e5061f26e577c23d212b9c5,532.1103826266883
96fd0462597b8cf21b1e918c1947106cd8359e5d,522.2438619613577
5c1cef937c40bf8c30c119160bedde7ef679454e,610.5467945793114
27dce80bee1eadbcd82bc7d09adb063e116870f6,459.81670088361
271a7e5b703fc3f29f6669415048a760e6355c5b,495.98266519654214
e39fbeab552a4b6492346d821d095c3a0d691555,404.4641037072858
93694c58636eabfe86550e734efb3775ba4d739f,485.67460067686557
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,691.5563394190349
6c05e70130682975c1485a862b6e08b895650671,447.65725091722663
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,388.61860623298793
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,365.9664779108999
283df09083d3c7bec2590f22355c7ba32ec88623,485.56257649443023
40b96e97dc29dfc990656e30c1038e846b6c8ff2,496.34650228481604
ff362d0a648559b9146fb97ee248eb423c3d6a50,465.2633883377382
717ae2ab18e7ba03c4f3af66500ece6580b29b71,477.40840357413225
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,572.2397620231618
23131f453efc29c2af9553d307692c60a3add1ae,479.205801429824
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,442.794936504292
941646a7d24ee2837d7de90ff0a736bb8f61d68c,391.64058534382497
cd705413010e6e74f3b90ee78dbbd8b767488f0c,459.38617408711366
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,487.29345589021466
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,424.73029118627795
72882a9cffe151d94be90e02ce3967a91b628099,479.51576697416203
cf62916c9829bd3ad05104151eee856d6de7ca1c,594.4743643043894
6b8f4241357e65c0491cc0ef96396f811574134c,447.94819652115325
298806ed4313157d412e860ac3ea8833d6ca6970,467.1356564240467
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,395.55274949607804
4485f973590cff61be5ec78cb3032d5fdf25b809,463.35037691165513
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,439.5635198930863
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,477.3652900335455
8288badec4740382dbf7c33e4095cd4db0021bf7,395.5057590262093
5e139289eb167622f915eea3d1d6e49d15d1c873,514.8891571121221
fc050b2c8fa3446890fe1418332352177dd34506,444.5083330433573
8f309746992f374b4c2ea88f171233a9469ba649,462.0779904729307
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,445.68714691219463
145b6344526f9df32f4046c8227282477c51d69f,456.7055701801543
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,479.4140683438558
b23775f4cd460ba687d77b058f2bc46381a0fbfe,453.3966776235081
